INVOICE_CODE,ITEM_CODE,AMOUNT,QUANTITY
IN00040745,XPQFG,685.84,474
IN00010875,PLAYZ,910.11,815
IN00002510,EFKIV,950.45,139
IN00013342,LTUGB,952.36,744
IN00051004,ONAJJ,735.28,955
IN00006090,NAZTD,182.19,518
IN00060262,JKMIJ,826.53,220
IN00021016,NPCOZ,469.7,487
IN00009248,FVEPW,260.85,587
IN00049142,EBBMU,35.64,373
IN00076395,QNBVP,801.41,688
IN00006968,ZXLUV,156.36,454
IN00077110,LCOXO,875.25,871
IN00012313,ZJFJR,288.66,138
IN00045968,EMXOR,507.43,904
IN00077525,AOMXP,989.26,977
IN00090023,XOABX,564.18,944
IN00024861,ERSYA,479.84,90
IN00034612,CEWFZ,503.98,866
IN00056474,NDWDR,22.08,437
IN00096657,WHTHJ,428.72,87
IN00044612,LKFGU,331.76,14
IN00079112,AHPPH,145.21,663
IN00057707,UHVDV,736.3,369
IN00020509,PIISF,78.48,488
IN00029780,VZENK,95.18,908
IN00011947,TRPVU,225.37,712
IN00065306,XKNRR,629.27,525
IN00018537,VMYCF,153.27,85
IN00057631,UQNBW,992.15,160
IN00080773,XGWTL,483.7,453
IN00041193,IQJHC,856.4,406
IN00082059,PIZMD,899.58,455
IN00073786,QJXQI,481.99,511
IN00051846,QBVQS,335.74,212
IN00078987,DCURI,55.23,593
IN00066982,PPGHM,869.62,344
IN00069802,IJJIC,617.33,731
IN00070928,GGMJW,262.89,985
IN00091285,TTIJC,882.59,248
IN00092290,UUUOW,333.63,1
IN00050139,FTQVW,840.25,367
IN00003353,XPTPC,313.72,244
IN00087645,EOVVU,461.04,285
IN00012070,TIHYF,824.39,919
IN00021412,JPMNW,212.16,144
IN00034570,OVJVL,970.25,826
IN00077910,VRJPU,870.66,324
IN00048440,RDJZE,357.63,35
IN00040735,UQRJO,54.65,526
IN00042511,HWWRE,841.82,247
IN00008561,QXUFQ,782.33,405
IN00054021,XFWJO,73.52,329
IN00074132,LYTZG,934.41,878
IN00033344,EBBWK,296.89,256
IN00049198,OLSIM,108.81,885
IN00053029,LRRUR,517.12,695
IN00083587,AULMC,741.13,842
IN00011384,AOTUP,820,124
IN00027948,LOGHL,876.74,924
IN00009511,KCNRT,685.89,111
IN00065313,RXNDJ,468.84,790
IN00061594,MWXIX,799.84,510
IN00003715,QDJYY,505.56,222
IN00055954,MRDLH,694.29,906
IN00063277,KXJMJ,329.85,58
IN00006180,PFOKL,702.85,462
IN00074016,LLRMY,290.17,201
IN00081656,SLHNI,117.59,9
IN00027684,OZXBX,686.17,585
IN00057256,WJEZM,317.91,89
IN00028367,MOKAO,636.3,294
IN00007817,NMXEA,466.21,288
IN00071562,AFBUW,969.04,284
IN00055649,AYDBP,787.22,169
IN00036683,TIQKZ,123.55,44
IN00026980,XPOAE,61.77,418
IN00070915,SYLZO,585.83,769
IN00008989,TTLSG,649.03,910
IN00008121,FAVUQ,876.37,509
IN00069647,VZSHL,172.79,51
IN00098121,ZHYDX,321.4,916
IN00090751,ZGSZF,130.92,94
IN00027485,IYVRP,2.14,837
IN00079461,NNWUT,668.56,955
IN00041341,ANUVK,300.68,235
IN00059328,BOKQJ,883.86,272
IN00048643,WNIQB,524.43,452
IN00025941,SVJOV,298.11,883
IN00058977,YIGSA,134.24,785
IN00045295,KAAZW,789.94,870
IN00067055,FDNCT,580.81,294
IN00018111,QUDGO,905.49,858
IN00045401,NZPBF,868.82,608
IN00082582,XUBAV,52.11,424
IN00047541,MVRDH,50.53,221
IN00045186,OOGXB,260.86,385
IN00065716,BVPWX,770.8,981
IN00038585,BYRNN,551.07,529
IN00023917,WFVCB,328.08,344
IN00005211,IVQSO,930.57,313
IN00021088,ISMIY,685.8,597
IN00085748,QBJFO,808.78,301
IN00068328,XJFTM,542.18,237
IN00023144,JXERW,972.52,55
IN00012858,IZFRY,170.34,138
IN00091513,KQBDV,368.34,974
IN00005707,VYTBU,663.44,810
IN00063121,FHUHO,81.81,809
IN00012120,CJRPG,29.64,831
IN00024116,RWFOO,225.57,52
IN00028742,LRTYN,644.51,31
IN00029251,IMSXP,279.43,914
IN00032127,SFSWQ,562.78,251
IN00083038,JXTVQ,856.18,724
IN00038314,WULDO,192.04,710
IN00022329,UQBOT,244.23,449
IN00038338,EAKVD,357.49,376
IN00066314,OIFRX,279.9,281
IN00097034,JXLBS,533.61,755
IN00098518,YPBEW,114.44,2
IN00010480,HBCSF,278.91,605
IN00018841,EFFLQ,819.33,408
IN00000500,FFPJN,321.53,149
IN00078246,KJBXO,521.3,957
IN00068432,ANKPE,744.47,585
IN00032806,YNPNN,931.52,119
IN00022014,NWAFV,547.65,936
IN00063694,LFOYF,871.85,954
IN00084037,JTVCW,212.91,296
IN00027048,YXNWZ,99.44,384
IN00025817,HALVO,192.81,222
IN00004575,ZKHLY,949.78,226
IN00028771,VMJFN,963.12,617
IN00067809,HHJNC,592.27,367
IN00091790,ODEID,745.94,399
IN00056869,RHLDW,886.73,410
IN00097739,KASII,642.92,744
IN00085622,TDLCO,487.14,362
IN00015797,BTIVD,158.69,842
IN00091003,PDTSK,129.64,869
IN00053340,IJVNP,630.33,317
IN00069329,NVSHY,182.15,963
IN00086368,OBGUB,33.97,412
IN00069592,UNYMT,260.04,217
IN00075188,HLRBK,934.14,21
IN00022287,RPZMD,76.98,78
IN00045823,OCUML,424.13,490
IN00063738,JFIBB,15.24,376
IN00062849,PMUMZ,740.63,912
IN00048800,ATVLV,467.71,485
IN00030543,WILNX,517.83,98
IN00070076,KGBLV,820.27,567
IN00025066,CGWUW,763.07,837
IN00041208,OYSME,461.23,443
IN00045329,KLEVK,428.89,409
IN00074367,LDGDT,75.69,665
IN00036471,UUXZZ,262.44,507
IN00045937,VTBNY,5.19,264
IN00084476,KYQBO,228.87,130
IN00045619,WJVLS,495.61,403
IN00090391,KJMYI,916.84,268
IN00042113,QJOIE,192.61,649
IN00061867,JHBFM,104.15,472
IN00079293,BHICJ,654.59,466
IN00020169,JPOCJ,846.66,549
IN00038137,ELYNQ,157.56,338
IN00085171,VIFDG,383.6,365
IN00064802,EWEIB,352.83,495
IN00096578,JGVOZ,125.03,926
IN00099816,WRMPL,790.17,272
IN00059064,JOINF,451.05,497
IN00094563,WJXBS,70.41,944
IN00001362,BCVLI,931.99,205
IN00003904,QERBR,393.99,978
IN00020132,WURDG,888.88,408
IN00091886,GWJCU,277.65,562
IN00090120,EISUL,820.96,974
IN00006651,JTLEI,525.42,7
IN00020100,DBNZE,39.54,10
IN00056686,IPAOK,735.92,825
IN00053677,DFRFD,116.45,72
IN00087160,PYWCT,902.96,332
IN00023663,HMWZT,980.03,277
IN00078355,NRQBK,579.04,788
IN00092821,JNTEF,491.47,883
IN00003170,LNGXC,621.11,131
IN00097788,LMRCU,43.33,607
IN00031381,AMKRD,315.43,229
IN00060763,IQZYH,827.49,528
IN00031557,XSEYV,192.58,918
IN00038484,EBCFJ,103.86,890
IN00094058,OEGSL,893.3,857
IN00070426,GAAFX,810.75,379
IN00076995,HJIPL,34.76,859
IN00075541,YMCSN,419,716
IN00026748,PXIND,776.86,787
IN00026752,RAFBX,383.68,894
IN00023202,SZCJV,982.5,431
IN00007222,RMBHD,232.76,702
IN00053790,IZJUS,755.94,726
IN00070550,TXHGO,175.5,419
IN00014616,OGRFQ,1000.62,24
IN00002227,GSGTZ,740.69,104
IN00073575,WPJQY,696.89,834
IN00098180,GQVCB,982.5,897
IN00008000,WQBNQ,131.18,241
IN00032030,PWHLT,329.77,167
IN00091814,DYRFZ,265.26,341
IN00072629,NUYDM,90.74,622
IN00091062,TUNEM,513.38,62
IN00081912,HPOCT,194.96,530
IN00008244,TIGZG,623,243
IN00016289,YAEGF,915.42,242
IN00027061,WEBOR,7.99,781
IN00039995,TGIRQ,441.78,773
IN00067812,IVGTX,174.87,832
IN00046989,HOAEF,151.39,846
IN00086570,DMLDH,642.19,432
IN00084295,NNBSZ,430.62,557
IN00056450,XGVHB,405.89,837
IN00016482,NYBYL,454.73,584
IN00090215,TIQHT,113.74,598
IN00039154,GIZER,208.49,556
IN00058759,OBIZB,500.52,314
IN00040647,XBKZW,938.11,181
IN00018162,UYZSP,563.93,927
IN00097458,VDNEF,670.4,338
IN00094017,XHOTP,905.82,442
IN00068982,GXYMV,306.6,627
IN00070714,TYHWE,895.35,351
IN00043860,MSJBL,837.35,316
IN00027510,NICPQ,185.45,353
IN00075827,FRYON,668.66,55
IN00066067,JIPJV,500.15,435
IN00098014,TALQM,410.62,936
IN00069163,QEPML,252.56,286
IN00041533,GMNKW,464.23,149
IN00064569,UAYUM,214.39,683
IN00047987,ZCYIN,271.76,900
IN00009529,CLFZG,275.33,957
IN00050977,MBTBV,799.28,486
IN00030047,SMJFT,484.81,960
IN00061081,IFBNT,764.48,952
IN00030318,ANFYS,71.39,594
IN00084272,CIJXL,471.86,897
IN00031691,EVFUO,57.81,986
IN00065339,XKLWO,108.04,332
IN00048055,IDRBA,472.7,326
IN00066510,TTEKH,155.56,873
IN00056649,LQLPH,460.84,838
IN00025066,MWDOQ,83.4,745
IN00007720,ERRRM,18.87,205
IN00030201,BZKXA,76.64,101
IN00019917,BZVDP,871.5,461
IN00082571,AZWLG,398.12,452
IN00020748,DCWWZ,127.9,477
IN00086704,AIQCB,233.01,53
IN00057919,QHMDC,585.03,413
IN00047226,WBMRU,878.06,535
IN00039526,AGHNS,326.72,993
IN00093726,HMBFC,928.98,584
IN00023452,HUEEN,149.27,804
IN00056850,XNDDS,602.63,693
IN00061770,IUSWJ,36.3,621
IN00001926,VJBBC,832.97,519
IN00001153,QHWOX,467,64
IN00001241,ZFVST,944.02,814
IN00011053,LTYHW,962.35,343
IN00047446,DCRKK,449.96,716
IN00079698,GUKRK,522.09,950
IN00031584,KFRGL,890.65,811
IN00010971,NOPJO,191.96,999
IN00008821,LYOIX,999.07,710
IN00005940,TKKMQ,266.87,738
IN00097960,UVAPG,985.54,276
IN00096068,PLWAR,828.64,622
IN00069366,DLIGQ,923.17,634
IN00056520,XIQHH,642.18,680
IN00095558,QYJBK,878.36,454
IN00042266,VDULG,451.38,548
IN00009114,FNUPX,327.23,78
IN00020074,ABUMZ,308.02,628
IN00000633,GDENX,286.84,975
IN00040671,AXBBH,238.88,14
IN00043682,DLBMJ,299.37,539
IN00079687,LRQUQ,573.98,735
IN00098076,XMZYV,734.39,97
IN00010471,VBHJU,258.42,462
IN00090082,ZMYJA,570.57,328
IN00049837,GHJED,730.78,342
IN00056028,JBOKV,718.73,443
IN00045517,OLLJY,363.45,47
IN00063639,EUHVA,717.45,390
IN00092548,PFXVI,697.45,18
IN00081658,FSXLY,75.42,217
IN00099027,VZFPK,740.66,965
IN00066711,CGYTN,721.94,796
IN00027715,WCRWV,347.79,469
IN00036263,WSYSS,24.74,242
IN00019405,FWKHY,580.14,543
IN00011983,SOHXW,507.47,821
IN00001663,TILQA,459.87,639
IN00066642,AZXAW,518.87,769
IN00092440,UJFVT,321.02,907
IN00083357,WADKH,886.12,732
IN00071321,RRJHQ,471.05,30
IN00085996,NLKLQ,750.97,739
IN00067676,PLHKR,954.82,905
IN00073169,NYZVK,413.5,743
IN00091956,EDHCB,867.88,531
IN00084127,UZSMW,875.84,78
IN00042797,WLMEB,238.05,8
IN00006284,RBOGU,20.36,506
IN00018303,ORSIU,318.34,486
IN00029820,DDOXS,23.51,330
IN00066707,IPNCQ,450.11,453
IN00079011,IVYNT,99.87,466
IN00057527,EXOFB,74.4,481
IN00015945,VHUVH,501,352
IN00075481,FITVC,697.64,227
IN00013286,OFKFO,22.35,365
IN00092382,VFDHV,736.11,520
IN00006632,AHVKH,443.97,316
IN00025921,WAQER,12.82,8
IN00020418,TTZTT,760.29,506
IN00001012,CQDUA,91.57,534
IN00085804,JBWSH,73.47,250
IN00047965,SKTXC,555.07,591
IN00084199,OQCVC,311.01,990
IN00038109,CDEBI,3.87,879
IN00039427,FPHIY,13.41,241
IN00091942,LBGBV,973.08,702
IN00076389,QHUJU,375.24,175
IN00045773,SRIHU,462.13,877
IN00008642,FRPEE,995.27,514
IN00066464,FCFGH,842.67,434
IN00016666,ZTMCK,241.02,558
IN00087925,XNVLD,773.83,429
IN00037865,VPYUX,438,147
IN00095514,LSQVT,294.16,315
IN00088943,QRGFW,85.65,879
IN00033352,EXVLL,142.68,497
IN00081822,ABZWJ,869.96,114
IN00037886,AWTUK,568.15,486
IN00080418,PXMGN,382.86,931
IN00056476,JFGOD,523.14,488
IN00036321,PPYLB,619.98,480
IN00023210,LWINP,910.55,544
IN00015361,IAZMH,223.36,457
IN00013955,ILNHR,315.22,973
IN00017994,KRPTZ,916.06,210
IN00044545,EEXXX,928.82,590
IN00054762,KHWKQ,861.01,50
IN00021809,RIQDF,634.63,779
IN00065042,BJWWE,34.44,895
IN00034318,XRYYU,635.62,694
IN00031486,KHEFF,254.66,610
IN00077419,YODIA,340.53,810
IN00039156,JQRQJ,105.09,614
IN00029776,DCMRW,482.73,322
IN00019785,XRYYG,851.01,521
IN00023897,RGJXP,479.07,101
IN00029386,ZSSOY,204.49,909
IN00033609,NAFVW,920.28,711
IN00090353,ANJGW,325.82,566
IN00095778,LGTNM,993.64,341
IN00099945,MBTVT,77.53,440
IN00077472,MRTXH,102.29,379
IN00013346,PEDSL,684.33,31
IN00015017,DPKKK,982.99,791
IN00022438,WOJFX,725.58,615
IN00001220,NQAEM,876,994
IN00039994,SPYWP,617.75,156
IN00075355,OXPGU,194.94,23
IN00013660,NGKHU,581.94,775
IN00033185,GIBGD,62.11,639
IN00023409,BZMVQ,181.4,644
IN00083047,OMIWI,648.83,240
IN00060339,XWHIG,112.31,194
IN00069563,QWRRS,428.15,378
IN00063596,GVRFA,446.85,822
IN00045691,AGQLS,596.04,655
IN00043940,QQWTG,621.5,364
IN00025204,RVRGE,707.61,177
IN00009082,FYUAF,317.85,746
IN00031503,JGZOX,336.99,952
IN00035956,BICYP,471.09,226
IN00086278,PBLOW,800.39,829
IN00015657,EJVIL,184.07,560
IN00080597,QLYTW,98.38,563
IN00086355,PCKOR,228.19,760
IN00031228,CEKMZ,896.02,259
IN00082002,XQZAX,68.67,856
IN00066399,WPNIH,268.94,32
IN00094927,EBDUC,74.31,126
IN00017436,LNOSD,718.37,737
IN00069046,FLCMC,249.05,613
IN00046359,HTOPY,298.73,669
IN00053832,PMTEL,452.03,268
IN00022312,EMVXV,395.87,719
IN00017734,NJSLT,859.5,392
IN00064438,GUGLI,729.93,288
IN00059231,FTMHW,980.91,830
IN00061722,VDMPV,761.81,139
IN00014856,MDUKW,46.11,29
IN00067713,GGQGW,87.42,318
IN00024131,XLDXR,717.49,548
IN00085597,VAJSM,484.85,485
IN00093847,XWHTR,823.4,375
IN00063661,FAZZD,720.01,867
IN00059782,XKYAB,386.55,731
IN00097015,YQLGQ,756.25,597
IN00052943,YXPKL,751.09,684
IN00066689,ZFSPK,272.98,443
IN00089895,DIHZO,957.32,206
IN00029420,WCRTM,765.62,72
IN00004115,MCRNG,170.25,96
IN00092611,EUXRU,282.46,198
IN00086198,OIQFO,207.92,488
IN00046016,SJVTM,471.57,335
IN00014180,ERZEC,469.03,52
IN00089386,EMGCI,75.22,601
IN00079263,MRGSE,709.68,336
IN00092721,UAQFQ,882.96,873
IN00021850,IFJPW,43.69,375
IN00004650,AQRBO,317.64,677
IN00010323,PROND,6.35,128
IN00035475,RSQVP,283.82,74
IN00096299,HWEKJ,225.96,705
IN00060844,BKHGT,255.25,527
IN00010446,HZAGR,250.17,391
IN00091469,CJSII,694.73,309
IN00009704,WGSSA,402.72,292
IN00009908,QBHKP,665.87,204
IN00082575,MWTIV,254.97,343
IN00010564,ENVZL,796.52,690
IN00009116,NCTYH,146.79,171
IN00020053,SNWZG,151.31,269
IN00029395,DUAIT,647.05,790
IN00035684,EEWNN,887.29,622
IN00046103,WLKFP,599.52,992
IN00076106,SVQON,129.59,992
IN00019377,TBKDS,385.15,783
IN00026846,RWJOY,759.21,570
IN00026423,RTRVP,785.4,418
IN00078472,WQVTJ,354.47,258
IN00038929,YUOZA,448.53,72
IN00040596,SQGUX,279.91,359
IN00016464,SBXQL,629.91,680
IN00070600,PGXHN,379.73,597
IN00050287,RQHSD,550.32,618
IN00074568,UIIHE,718.23,115
IN00053476,CBZAF,719,230
IN00086914,UXHGN,293.37,988
IN00092090,SVLBJ,279.49,516
IN00093104,ODQSA,793.46,410
IN00036507,NASWI,780.02,655
IN00043642,XFPWE,265.6,517
IN00067078,KWYTI,855.53,253
IN00077544,VEUYZ,922.52,817
IN00049950,MYSHE,240.52,683
IN00067840,VXWCI,210.18,864
IN00034067,OVCGJ,951.11,742
IN00070463,AMHLE,94.82,320
IN00016726,DZQDI,395.29,286
IN00085946,HWORA,269.66,358
IN00087787,AMHIV,109.82,669
IN00098616,DSUJO,513.43,41
IN00076037,LHFXA,822.59,308
IN00050775,SSTRE,851.82,647
IN00025154,RWCTB,855.41,517
IN00033499,KNHAC,124.12,110
IN00079789,TPSTK,376.63,340
IN00099466,ZDBFP,609.62,959
IN00013090,TPEUW,75.22,48
IN00009808,GMIDW,471.91,951
IN00009438,RMZPL,822.67,201
IN00075747,IBHCU,575.11,201
IN00083323,HUKXM,148.27,407
IN00095652,FYPJC,784.76,820
IN00057891,VKVTN,218,804
IN00046566,AWCGZ,144.66,12
IN00028827,SNLOA,781.42,611
IN00009040,YHLNK,85.93,86
IN00080230,KQNGG,467.53,641
IN00094167,MCDYW,880.51,84
IN00088170,ZDXBQ,675.2,5
IN00003827,USYBF,926.39,961
IN00048955,OZGSF,85.55,395
IN00028111,JWSYX,409.16,937
IN00034847,BXSRB,413.22,895
IN00095883,ABLSR,996.24,834
IN00014131,QPRHO,62.16,71
IN00079191,RXDFB,393.1,295
IN00068972,UWOZA,139.28,792
IN00010703,XEYNE,52.98,760
IN00033860,IZXWD,560.35,474
IN00039451,YWEHD,208.6,701
IN00075615,OYDKC,60.03,787
IN00010531,BXQIO,49.5,946
IN00077351,JIQCJ,253.81,589
IN00080912,HEHPD,168.32,179
IN00062033,KEYFU,929.12,959
IN00091194,NQQCY,714.21,145
IN00008287,USACR,644.71,72
IN00061332,WFWZB,831.23,835
IN00055201,ODQJQ,344.43,613
IN00008826,COVGK,328.92,968
IN00040552,TQIPO,720.61,644
IN00057172,IJBPR,122.56,192
IN00024060,XEZIF,664.11,447
IN00028542,PYXCL,151.61,498
IN00085454,VBLCH,597.49,340
IN00094056,BBYPY,978.48,105
IN00069589,IKAVU,866.92,31
IN00058957,CIPEB,60.47,451
IN00009790,YOICB,891.08,900
IN00083713,ZNDVH,205.82,226
IN00083462,MNCTF,406.8,633
IN00018031,JWWSX,6.1,703
IN00088987,WXEZZ,803.81,490
IN00090828,AOAGB,632.54,330
IN00026339,BGUXI,437.38,584
IN00072095,AGFGD,355.46,85
IN00024922,ARMAU,722.13,151
IN00093442,RLXXP,161.55,604
IN00066087,QMVNG,736.91,948
IN00054599,OCKUD,928.01,665
IN00086395,XHNSZ,639.08,586
IN00080380,CCPTR,413.07,892
IN00007905,VHXCQ,692.79,853
IN00094881,PDHBA,132.68,279
IN00007132,QTSYZ,186.62,732
IN00052300,GZUCM,92.44,350
IN00035352,NDOAJ,419.68,617
IN00011276,OLRXJ,379.72,70
IN00026939,HIMRH,186.78,274
IN00098965,SDMIA,377.28,214
IN00094668,RGIRX,49.37,799
IN00057902,KGCIM,1000.38,984
IN00025261,MVPDB,226.25,133
IN00097161,ARXVB,418.59,395
IN00001175,BAKBH,911.44,337
IN00028173,ZJLCJ,492.8,147
IN00024384,TTEZZ,849.04,274
IN00048273,KENTA,661.21,156
IN00075127,BXJJI,987.25,411
IN00015506,ZGBKA,873.26,594
IN00079198,RGOCS,855.66,184
IN00019942,MWQTA,588.85,734
IN00090790,RUBVL,134.71,167
IN00015024,EKGFS,240.98,698
IN00080153,QULTB,444.8,858
IN00003188,CFLDV,11.32,135
IN00004057,SAOYT,662.5,778
IN00091920,FJLDG,25.5,156
IN00068393,QMGJB,641.97,705
IN00018481,JVMHU,228.77,157
IN00012822,EWRWY,272.18,813
IN00017457,MAMPN,793.96,439
IN00071823,KBMSL,624.76,955
IN00076613,IWWZF,714.86,595
IN00011387,WEWQV,572.52,855
IN00047227,MYXZV,862.1,764
IN00070873,UOVFN,1.3,395
IN00097293,BARCL,948.09,945
IN00082425,JYIGK,306.73,985
IN00017722,GPTQK,671.46,293
IN00090085,NTWFG,150.6,722
IN00070027,XLOFK,915.32,362
IN00092246,QARID,783.43,696
IN00037567,VACUG,585.85,457
IN00079642,WDJBD,910.96,982
IN00051856,QTCFW,36.32,451
IN00096266,CBGFY,674.96,104
IN00029752,TXPED,709.48,784
IN00018663,NHZGZ,804.15,624
IN00088397,MZZTJ,36.52,930
IN00028665,AMIRE,163.1,965
IN00022033,FZTDY,887.92,777
IN00035266,SMEQT,402.17,605
IN00082494,TSEDN,511.44,483
IN00079361,NEZCD,477.29,134
IN00059515,IEWJQ,608.28,929
IN00092324,ITXQU,336.92,763
IN00019499,TNQUH,480.5,223
IN00015916,GOCOQ,240.44,411
IN00059628,TDKYW,755.66,6
IN00071376,TDAPG,830.89,569
IN00092273,PKDVW,267.65,571
IN00008960,BEGWV,444.97,137
IN00079659,MKFDD,976.46,50
IN00017182,QVOFS,128.3,574
IN00072922,YQPSU,218.53,813
IN00075413,VXOXC,153.59,159
IN00005644,ZHGRH,766.04,77
IN00028148,EAYJW,251.41,486
IN00003699,JKEUQ,740.91,987
IN00025799,VKYXM,33.41,605
IN00037362,ZOMDZ,661.41,768
IN00071298,KAXMR,881.42,612
IN00018585,BHPDM,132.23,610
IN00051462,ZRGSG,523.17,12
IN00024008,KKOWG,154.04,893
IN00067618,NWZBD,219.55,868
IN00062301,UKOVZ,301.24,198
IN00079471,QUZYL,50.73,299
IN00095181,SGFJS,786.87,82
IN00044084,VPMCB,316.54,1
IN00096609,KFTNI,224.21,725
IN00008310,ZSPEU,289.72,9
IN00021017,GTRQK,187.22,503
IN00057348,DXAWD,824.01,994
IN00043142,RVYDW,553.28,586
IN00017652,EZJHS,987.86,124
IN00061673,FAWCW,823.41,211
IN00081924,OEHAJ,706.37,509
IN00062857,QTEBU,219.65,469
IN00076578,IPPIL,627.5,322
IN00086964,UABAP,621.54,440
IN00058309,HTRXP,247.45,68
IN00009689,ZWCQM,762.57,348
IN00034107,RATHY,608.81,168
IN00096402,SOYYV,572.42,723
IN00074179,WVOVU,240.11,593
IN00052880,MTHZK,479.87,555
IN00011626,CDTOD,582.35,903
IN00034542,UDAVF,561.27,668
IN00057577,KRFTF,684.06,321
IN00018853,BBTZP,792.7,736
IN00043165,QPPWO,621.24,843
IN00099859,UIIZH,326.88,82
IN00012159,FJVEX,969.77,800
IN00084841,UFZQC,881.88,604
IN00030745,DRHGD,208.68,176
IN00097664,BZLXE,701.13,555
IN00006493,NXTYO,955.28,618
IN00066962,MJLYX,997.69,792
IN00073348,RWPGX,903.55,693
IN00031873,KQMZC,367,658
IN00006757,ZHYUZ,751.09,845
IN00056578,ZBCYU,174.51,378
IN00050065,NUREO,99.77,281
IN00090096,SVYNS,283.51,35
IN00088963,XGIOK,266.24,395
IN00046621,IRLIS,739.9,216
IN00024687,YTLGM,286.1,62
IN00014190,JZMFD,168.04,323
IN00057836,RMQLM,694.49,332
IN00088666,JJOIS,819.97,687
IN00060710,SZMDG,491.37,598
IN00052326,CKXPV,169.68,485
IN00017323,EVMQH,486.94,217
IN00090475,VQMLB,594.82,586
IN00047780,SNENN,43.73,417
IN00095472,ZTYHN,105.88,568
IN00039748,QBTDF,478.3,187
IN00075538,VHFAV,196.15,915
IN00059917,ENLLO,911.34,885
IN00001186,RXWEH,937.51,882
IN00018603,STWNJ,294.07,372
IN00074498,RXONT,429.36,872
IN00024094,XUVIB,712.12,383
IN00043266,FUEJE,133.9,954
IN00019023,KJYZH,968.04,108
IN00049060,KCUHQ,218.13,893
IN00050637,SUQAZ,526.3,519
IN00043258,XMBZW,893.23,541
IN00098391,GPNJT,112.27,144
IN00040474,KRIEK,758.35,583
IN00012246,HZGKZ,801.3,925
IN00025655,MDTFM,451.14,738
IN00094211,WWKRT,672.17,652
IN00098128,JROBH,103.71,910
IN00042343,BFPHJ,736.87,977
IN00076221,QTFBD,381.63,76
IN00027922,HRGHC,631.89,502
IN00042467,BTWMP,500.32,904
IN00093855,TLZOD,867.1,362
IN00025242,YUOOP,151.13,43
IN00030674,ZJNNN,790.08,815
IN00065177,QDFXQ,36.67,796
IN00078451,SEXYA,537.42,585
IN00078563,RWNLK,454.99,892
IN00071714,OJEBE,645.88,186
IN00004336,FCJXT,220.85,32
IN00070462,WZGZD,630.66,869
IN00057307,GWJZC,1000.97,152
IN00040484,KRBSP,53.47,101
IN00005879,MDLJG,430.59,641
IN00073127,ZAMCG,879.11,178
IN00075048,FFIGV,37.81,942
IN00015755,BSWNI,114.48,749
IN00045263,JTQAK,945.55,684
IN00072946,KKXGQ,17.23,334
IN00092376,FKVST,224.18,724
IN00099313,KBHAM,534.56,133
IN00015190,EYZNJ,667.55,536
IN00066113,LHIYN,507.3,344
IN00062451,HVUXA,191.6,46
IN00067044,HAUFD,382.31,669
IN00099852,SQNAP,44.45,113
IN00062014,VZQVD,326.46,342
IN00043973,NRNOH,188.12,383
IN00080858,FFKJS,285.62,909
IN00002060,UCCFV,350.04,904
IN00013824,FXAMR,162.55,760
IN00087972,QHMTU,932.19,64
IN00045521,BBTLN,341.96,202
IN00099214,HRYTE,557.13,975
IN00046227,ABANU,690.8,869
IN00082100,PYUVE,947.11,414
IN00057052,KULVS,975.22,119
IN00001053,IFRXY,409.7,47
IN00071421,UJOTY,555.52,163
IN00049442,AOVKB,195.19,609
IN00030908,XUTQK,128.83,11
IN00076902,OLSHL,699.13,360
IN00058564,GDITB,271.58,412
IN00031074,ZHLNI,93.89,262
IN00078079,MBUOH,77.88,675
IN00028515,RKDNC,283.88,218
IN00020343,OFGND,286.95,100
IN00090440,NAZZJ,149.86,438
IN00084692,KYICN,960.98,976
IN00055037,KJXEM,505.01,60
IN00014707,XXFSO,943.06,256
IN00097581,OFYUF,49.89,394
IN00095040,XZKTU,943.02,808
IN00001267,VFMUR,250.68,18
IN00081020,SWPJG,568.92,299
IN00083115,ZJBNP,966.35,354
IN00013713,DKWRE,986.88,959
IN00086096,DNMFH,963.14,637
IN00097879,TNWSG,443.5,113
IN00017604,EBOZM,976.69,342
IN00024501,ULGTH,714.62,525
IN00096657,KAQWX,618.78,914
IN00043407,JAYUV,442.79,693
IN00010442,OWAGR,792.76,812
IN00003694,FSCML,10.12,815
IN00039716,DLSUG,304.78,465
IN00097709,FVKZE,856.65,56
IN00062444,OQADI,242.99,732
IN00047257,NHQVW,607.89,913
IN00021051,RFKPB,579.36,772
IN00054297,CUCMN,923.97,948
IN00079407,UFWEC,149.45,621
IN00029664,GXDBO,987.9,339
IN00029941,ZSBKE,437.34,413
IN00008873,YPBBS,243.31,117
IN00054239,SKNHN,311.15,284
IN00060137,PDHTN,7.65,489
IN00054771,CPXLK,800.09,252
IN00060729,GDIZV,486.6,581
IN00041377,ZSZQM,503.93,914
IN00063780,JRVXQ,677.27,623
IN00085422,BPRPP,554.24,381
IN00020914,ITATL,96.51,505
IN00096079,AAKXE,664.12,719
IN00023079,UOPMK,918.48,739
IN00098303,FFYRJ,782.47,893
IN00033150,LKTYV,890.69,721
IN00017205,CYGXD,476.52,140
IN00055548,XDWNS,868.82,904
IN00054630,HDLLN,164.71,65
IN00097716,CSAUL,299.05,923
IN00070416,JYOHG,149.49,421
IN00031895,TUDMA,66.18,491
IN00087917,GUSMH,70.72,12
IN00096963,HYMYW,736.53,694
IN00007106,KNMFH,408.99,664
IN00063346,WBFSM,525.37,943
